"","index_1","index_2","movie_name","code","Anger","Anticipation","Disgust","Fear","Joy","Sadness","Surprise","Trust","Negative","Positive","Synzhet","Bing","Afinn","NRC"
"1","01","1","starwars8","75dxyb","0.468018312622629","0.56324395029431","0.290124264224984","0.59672988881622","0.417527795945062","0.439633747547417","0.264355788096795","0.578809679529104","0.935513407455854","0.916546762589928","0.0031458469587966","-0.119686069326357","-0.0415958142576848","-0.00706344015696534"
"2","01","2","starwars8","7jwxnd","1.05874631129034","1.16873024374363","0.622664692353738","1.27499658695903","0.813248899950642","0.864654547745818","0.501013410625584","1.18206735767619","2.0005355848902","1.98751352089306","-0.0463060395072619","-0.420549657120654","-0.442834189218991","0.00204782458019596"
"3","02","1","jumanji","jungle","0.371833839918946","0.718844984802432","0.329280648429585","0.505572441742654","0.503039513677812","0.437689969604863","0.28419452887538","0.552178318135765","0.786727456940223","1.1241134751773","0.312234042553191","0.177811550151976","0.806484295845998","0.341438703140831"
"4","02","2","jumanji","jungle","0.419031719532554","0.994435169727323","0.316638842515303","0.567612687813022","0.79465776293823","0.522537562604341","0.423483583750696","0.870339454646633","1.06288258208125","1.68280467445743","0.712576516416249","0.495269894268225","2.08402893711742","0.632164718976071"
"5","03","1","thor","ragnarok","0.355941399891481","0.532691264243082","0.322029300054259","0.423629951166576","0.462561041779707","0.308871405317417","0.311313076505697","0.598616386326641","0.669831795984807","1.02930005425936","0.332915084102008","0.299376017362995","0.886055344546934","0.363266413456321"
"6","03","2","thor","ragnarok","0.560136674259681","0.783371298405467","0.408883826879271","0.650683371298405","0.640774487471526","0.505922551252847","0.416059225512528","0.80501138952164","1.09897494305239","1.44589977220957","0.467260820045558","0.224829157175399","1.34043280182232","0.356492027334852"
"7","04","1","avengersinfinitywar","84v8vj","0.459488047387349","0.660884281785488","0.279352654960863","0.502855933996192","0.449650941400465","0.392109160143854","0.339750370213666","0.734080812354559","0.905013750793315","1.1016500951978","0.237328115083563","0.101015443198646","0.471863761370848","0.205309921726253"
"8","04","2","avengersinfinitywar","8f84h0","0.660466524497802","0.824263486296501","0.359252823631625","0.664665771529368","0.534712897875365","0.542611168154174","0.400982018271332","0.801885053839876","1.1870178764184","1.33865150198773","0.146014006265961","-0.0639233341231604","0.146091672590369","0.161230023958086"
"9","05","1","blackpanther","76qb1h","0.537905391448048","0.643462094608552","0.376368518901053","0.632927081181574","0.566618467258831","0.567031605040281","0.413344350340839","0.809543482751498","1.15761206362322","1.50030985333609","0.265513323693452","0.14459822350754","0.670522619293534","0.350134269778971"
"10","05","2","blackpanther","7xvumf","0.808619000979432","0.963712047012733","0.445837414299706","0.961704211557297","0.75822722820764","0.820568070519099","0.512732615083252","1.1805582761998","1.66684622918707","2.06062683643487","0.39771792360431","0.202252693437806","0.889275220372184","0.407639569049951"
"11","06","1","jurassicworld","7ibelg","0.386021505376344","0.536290322580645","0.319220430107527","0.645698924731183","0.421102150537634","0.420698924731183","0.33508064516129","0.533198924731183","0.863844086021505","0.904301075268817","0.0724260752688172","-0.114784946236559","-0.0129032258064516","0.0454301075268817"
"12","06","2","jurassicworld","8sxn3q","0.719567027477102","0.933055786844296","0.519233971690258","1.12539550374688","0.696586178184846","0.793838467943381","0.488093255620316","0.896419650291424","1.57152373022481","1.63130724396336","0.0170441298917569","-0.335553705245629","-0.337718567860117","0.0682764363030808"
"13","07","1","incredibles2","8bylwy","0.347289840960727","0.592989289191821","0.247646867900032","0.414800389483934","0.493346316131126","0.332359623498864","0.260305095748134","0.618305744888023","0.736124634858812","1.08860759493671","0.370447906523856","0.2317429406037","0.740993184031159","0.363193768257059"
"14","07","2","incredibles2","8r7d6q","0.540321491287316","0.924625151965419","0.35526138052141","0.688099419154397","0.714845332973119","0.515331622315278","0.428069701472376","0.904768337160611","1.17465892205862","1.64433337836012","0.51596650006754","0.314061866810752","1.4826421720924","0.480345805754424"
"15","08","1","aquaman","90rsv6","0.417918911256025","0.532180323220868","0.336546640204139","0.464700878933938","0.506095832151971","0.440884604479728","0.331443152821094","0.638786504111143","0.880068046498441","1.13184009072866","0.328593705698894","0.191380776864191","0.904451375106323","0.256875531613269"
"16","08","2","aquaman","a6qh98","0.720800889877642","0.984705228031146","0.515572858731924","0.85567296996663","0.825083426028921","0.753615127919911","0.483592880978865","0.9293659621802","1.52474972191324","1.91879866518354","0.477683537263626","0.278921023359288","1.37096774193548","0.404894327030033"
"17","09","1","bohemianrhapsody","8zkwzp","0.314437984496124","0.602228682170543","0.258720930232558","0.351744186046512","0.512112403100775","0.385174418604651","0.286821705426357","0.683139534883721","0.722868217054264","1.15552325581395","0.455692829457364","0.275193798449612","0.918604651162791","0.45203488372093"
"18","09","2","bohemianrhapsody","9t6lw5","0.476916900843035","0.948615014050582","0.379365716579687","0.508229626655961","0.832195905258932","0.603372139702931","0.399437976716178","1.014853472501","1.05981533520674","1.94901645925331","0.873183460457647","0.422721798474508","1.90606182256122","0.909674829385789"
"19","10","1","venom","8ehk51","0.626992561105207","0.528799149840595","0.571200850159405","0.715940488841658","0.469075451647184","0.443889479277364","0.359086078639745","0.631030818278427","1.01243358129649","1.03506907545165","0.0306323060573858","-0.105419766206164","0.439319872476089","0.0296493092454835"
"20","10","2","venom","9li7ex","1.02488874237679","1.0192846546893","0.846711719136311","1.13548706115049","0.848030328003956","0.713037745178836","0.52909180814241","0.984835998022087","1.72770726883138","1.78819845063458","0.175374979396736","-0.088181968023735","1.03939343992088","0.0700510960936212"
"21","11","1","mifallout","8jsxp1","0.409203364670955","0.525482434438397","0.294903513112321","0.507669470559129","0.446313706086096","0.390400791687284","0.246412666996536","0.646709549727858","0.859475507174666","0.951509153884216","0.163359722909451","0.0549233052944087","0.626917367639782","0.100445324096982"
"22","11","2","mifallout","928hh5","0.576799279000901","0.779194026007467","0.346208317239603","0.71546285567143","0.586841766447792","0.586326767091541","0.417664477919403","0.883996395004506","1.15037981202523","1.437363203296","0.241727822840221","0.047379940775074","0.902021372473284","0.296382129522338"
"23","12","1","deadpool2","86bb0w","0.354404841963685","0.505716207128447","0.25689307330195","0.388029589778077","0.425689307330195","0.310244339834118","0.277964581932302","0.569379062990361","0.723828737951132","0.877381752970186","0.254987670925801","0.135619816184712","0.694687289845326","0.160726294552791"
"24","12","2","deadpool2","8k9ob3","0.411412494589525","0.593637281777521","0.288702928870293","0.452820660799307","0.52193045736546","0.408743327081229","0.392944741018612","0.601644784302409","0.861419708555764","1.06983119319002","0.320307314961766","0.0225075746645506","0.838046457942577","0.213677679988458"
"25","13","1","fantasticbeasts","90r5id","0.585597240189737","0.697283311772316","0.318240620957309","0.546787408365675","0.555843035791289","0.510133678309616","0.354894351013368","0.834842604570936","0.978438982319966","1.28934885726606","0.314941785252264","0.147046140577835","0.645536869340233","0.321690383786115"
"26","13","2","fantasticbeasts","9x2e23","0.884098544232923","1.06522956326988","0.558230683090705","0.990341545352744","0.826147816349384","0.822368421052632","0.536534154535274","1.30179171332587","1.65397536394177","2.14823628219485","0.371661534154535","-0.0237961926091825","0.354283314669653","0.513577827547592"
"27","14","1","avengersendgame","b0zj3a","0.436824539097266","0.568022886204704","0.249682136045772","0.434202161474889","0.400031786395423","0.368245390972664","0.310394151303242","0.607914812460267","0.835982199618563","0.991179275270184","0.168666560712015","0.0845518118245391","0.284170375079466","0.161157024793388"
"28","14","2","avengersendgame","bh8iei","0.60576108144758","0.868791846766675","0.316615814899568","0.598292228154928","0.543361725569964","0.486609034663955","0.354955928468514","0.915978048987202","1.14055216543775","1.40861513687601","0.288200271209425","0.0667853207898974","0.405277989660141","0.277904907195525"
"29","15","1","lionking","9zio64","0.373012334670828","0.575122603655818","0.276266904443454","0.497547926883638","0.531431119037004","0.365581810075791","0.289939069698321","0.586714222024075","0.713033140139694","1.31743201069996","0.364935354436023","0.20211026898499","0.654034774855105","0.614058552533809"
"30","15","2","lionking","cew5fw","0.720303605313093","0.954459203036053","0.579316888045541","0.892979127134725","0.829032258064516","0.759962049335863","0.432258064516129","0.897722960151803","1.35825426944972","2.02789373814042","0.531831119544592","0.196394686907021","1.12561669829222","0.678178368121442"
"31","16","1","frozen2","aq6v43","0.34023536421868","0.610606286310144","0.233725607031134","0.429167287352897","0.489051094890511","0.337553999702071","0.270668851482199","0.54118873826903","0.70013406822583","1.00431997616565","0.236846417399076","-0.0390287501862059","0.566214807090719","0.311634142708178"
"32","16","2","frozen2","dzlju6","0.557088347519812","1.01438215438802","0.346052245377165","0.735544467273261","0.868799530378632","0.669503962430291","0.429997064866451","1.04637511006751","1.18021719988259","1.89286762547696","0.605664807748753","0.0883475198121515","1.42295274434987","0.725271499853243"
"33","17","1","spiderman","ag8rcx","0.360274110652021","0.546205784540965","0.260908999294568","0.479290537135947","0.439584802982969","0.31573112969868","0.316839665423763","0.624911821021868","0.820719540461554","0.948705028721153","0.153874836239041","0.0313413282273506","0.415297793006147","0.134334374685075"
"34","17","2","spiderman","c7xhmz","0.585344360086768","0.787215292841649","0.379812906724512","0.708853036876356","0.586903470715835","0.51369305856833","0.465835140997831","0.990848698481562","1.26118492407809","1.54840021691974","0.320163367678959","0.0921231019522777","1.03233459869848","0.300501626898048"
"35","18","1","captainmarvel","9gug6o","0.394682422451994","0.542688330871492","0.268094534711965","0.443870014771049","0.462629246676514","0.36056129985229","0.41698670605613","0.669128508124077","0.767799113737075","1.19645494830133","0.35692023633678","0.286410635155096","0.992909896602659","0.434564254062038"
"36","18","2","captainmarvel","ay9785","0.846246403348156","0.956369343447554","0.459220507454878","0.883285377975412","0.837352864242741","0.735861888569187","0.581689772430029","1.19168192518964","1.56599529165577","2.14574941145697","0.501370651320952","0.27653675124248","1.36123463248758","0.593826837562124"
"37","19","1","joker","b8xn8q","0.45142493908253","0.622947346117173","0.326835469859095","0.554931666490094","0.720733128509376","0.487339760567857","0.574954974043861","0.665536603453756","0.914291768195784","1.36974255747431","0.216988028392838","-0.11547833456934","0.796906451954656","0.466257018751986"
"38","19","2","joker","dd0ynj","0.890659561632817","0.942112406997788","0.536295998391313","1.09227327568872","0.959330384074","0.913306857027951","0.711466921375427","1.0704554594812","1.67391413633622","2.00113110798311","0.0203586869093103","-0.556831892217977","0.0277247134526443","0.343781419666197"
"39","20","1","starwars9","dlarhy","0.600762873490146","0.78739442375806","0.407047497956589","0.713014258468804","0.585323767141949","0.515938606847698","0.311869948233585","0.782308600490419","1.23204068658614","1.23540096267369","0.0249023703569158","-0.236309145400054","-0.273726273726274","0.0202524747979293"
"40","20","2","starwars9","ed3a6g","0.802949402491737","0.984254113544731","0.501834295884639","0.971450365043042","0.742036250045403","0.655969634230504","0.414169481675203","0.955268606298355","1.50310559006211","1.64178562347899","0.110770585885002","-0.185972176818859","0.0122044241037376","0.150866296175221"
"41","21","1","toystory4","b2wz81","0.299363057324841","0.581269167256428","0.245340882283557","0.401745694739325","0.480066053314461","0.323189431469686","0.24345364472753","0.529370134465676","0.652748289690965","0.897617362585515","0.197617362585515","0.00518990327907525","0.457891012031139","0.255248879452701"
"42","21","2","toystory4","c2ntqo","0.472085833787961","1.01000181851246","0.354428077832333","0.655573740680124","0.858883433351519","0.557192216766685","0.39079832696854","0.977632296781233","1.08346972176759","1.82615020912893","0.70522822331333","0.375704673577014","1.79705400981997","0.755591925804692"
"43","22","1","aladdin","9ng5yd","0.332949838932352","0.497238840312931","0.241141279337322","0.37919926369075","0.467786470317533","0.310630464795214","0.246203405430281","0.560745513115508","0.603313391624482","0.981132075471698","0.321801656695812","0.180625862862402","0.620340543028072","0.385641969627243"
"44","22","2","aladdin","bs6oiv","0.616524028966425","1.01316655694536","0.487162606978275","0.836076366030283","1.00691244239631","0.664911125740619","0.465108624094799","1.1919025674786","1.21593153390388","2.18828176431863","0.981632653061224","0.654377880184332","2.2761685319289","0.982883475971034"
"45","23","1","jumanji","c7sa35","0.2625","0.570535714285714","0.219196428571429","0.313392857142857","0.411160714285714","0.299107142857143","0.258928571428571","0.470982142857143","0.615625","0.884821428571429","0.297834821428571","0.194642857142857","0.855357142857143","0.272321428571429"
"46","23","2","jumanji","e9pgvc","0.421500386697602","0.923433874709977","0.278422273781903","0.552204176334107","0.688321732405259","0.492652745552978","0.422273781902552","0.873936581593194","1.0030935808198","1.66434648105182","0.66337973704563","0.339520494972931","1.846094354215","0.670533642691415"
